epoch,eval_loss,rouge1,rouge2,rougeL,rougeLsum
1,0.5065584778785706,55.626396347785786,41.181270056770636,46.39268125672253,46.401523250700635
2,0.4827742874622345,58.435416903656034,44.76272756915624,50.219985377550614,50.10805748777896
